0.0204558,0.0338119,0.0300063,-0.0123308,0.00180953,0.0316392,0.0148901,0.0358369,0.0224107,0.0175075,0.026637,0.0412987,0.0275373,0.0462551,0.0358454,0.0456002,-0.0121765,-0.00169747,0.0112321,0.00358854,0.0345152,0.039585,0.0174319,-0.00542504,0.0281001,-0.0289169,0.0110367,-0.00236171,0.0304275,0.0203634,-0.00224448,-0.0618508,0.00875107,0.0213453,0.0416664,-0.0383871,0.0146648,0.0308408,-0.00217234,0.0335849,-0.0106066,-0.0016906,-0.00469116,0.0234736,-0.0063875,0.016014,0.0164044,-0.0033065,0.0251696,0.0546896,0.00150745,-0.0212186,-0.0140409,-0.0274757,0.00506177,-0.0278113,0.00476091,0.0299394,0.0225268,-0.0361045,0.0383732,0.0413882,0.00771887,-0.0347207,0.0196097,0.00182748,-0.00534647,0.00485041,0.0211875,0.0218258,0.0309481,0.0256776,0.0183469,0.0352086,0.00672222,-0.0042637,0.0263698,-0.0079709,0.0109013,0.0239028,0.0308241,0.0237842,0.00550856,0.000131582,0.00345163
0.0151515,0.0376833,0.0118762,0.000719077,-0.00872293,0.0144761,0.0198033,0.0133122,0.0200349,-0.00867358,0.0342591,0.0315865,0.00171192,0.0319583,0.0372678,0.029194,-0.0316116,-0.00753678,0.00112005,-0.00496714,0.0291885,0.0150422,-0.001019,-0.0140331,0.0242358,-0.0190887,0.00407565,0.00056025,-0.000858214,0.0254794,0.00161469,-0.0434164,-0.0181383,0.00217158,0.0364538,-0.0202651,0.0165164,0.0186896,0.0034513,0.0374974,-0.0131873,0.0267364,0.00681599,0.0103573,0.0174755,0.00574726,0.0303826,-0.00480244,0.0303805,0.00241179,-0.00764302,0.0080545,-0.0119763,0.00723127,0.0178779,-0.0201681,0.0234117,0.0192437,0.00652558,-0.0229538,0.0127451,0.0371611,0.0218138,-0.00199115,0.0176171,0.0526154,0.00965895,0.0338501,0.0383879,0.000463419,0.0357462,0.0358782,-0.0302176,0.0346192,0.0156525,0.0308992,0.0324711,0.0240188,0.0235585,0.0298662,0.0174926,0.0223439,0.0366393,0.00019319,0.0077609
-0.000593448,0.0221606,-0.0179878,0.0278897,-0.00909176,-0.0104409,0.0258889,-0.0195305,0.00516466,-0.0438724,0.0315739,-0.00473127,-0.0390483,-0.011203,0.0215658,-0.0115231,-0.0247923,-0.00324628,-0.0011208,-0.00572059,0.0036375,-0.016962,-0.0198097,-0.006147,0.0099234,0.0280831,-0.0051771,0.0245573,-0.0473099,0.00523366,0.0213099,0.0296697,-0.0347098,-0.0188763,0.00159937,0.0439682,0.0231667,-0.012545,0.0256657,0.00536907,0.00830419,0.0622214,0.0317675,-0.0081883,0.04671,0.000875443,0.0345618,0.00487942,0.0187767,-0.0859113,-0.00604043,0.0586167,0.0117219,0.0757614,0.0492494,0.0200524,0.0384941,-0.0100997,-0.0152887,0.0184675,-0.0249318,0.00231572,0.0519616,0.0637888,0.0178131,0.12802,0.052184,0.0522848,0.0271698,-0.0289927,0.0207378,0.0343117,-0.084965,0.0086183,0.0329319,0.0739748,0.0246396,0.0863284,0.0401317,0.0159452,-0.00793533,0.00738482,0.0593597,0.000606324,0.0133981
-0.00972258,0.019602,-0.039301,0.0444814,-0.0160617,-0.0287289,0.0316713,-0.0438339,-0.00177454,-0.0734527,0.0361173,-0.0232515,-0.0698138,-0.0347301,0.0178847,-0.035096,-0.0347972,-0.00599683,-0.00758913,-0.0116124,-0.0083681,-0.0414743,-0.0376512,-0.00912825,0.00316096,0.0503077,-0.0132947,0.0355598,-0.0832573,-0.000532773,0.0308058,0.0645099,-0.057017,-0.0376743,-0.0138238,0.0773803,0.0275754,-0.0312524,0.037278,-0.00497014,0.0142269,0.0921005,0.0474467,-0.0223673,0.0706854,-0.00631888,0.044406,0.00674007,0.0176962,-0.149525,-0.0113976,0.093602,0.0206995,0.121249,0.0698202,0.038009,0.0544711,-0.0272668,-0.0326317,0.038865,-0.0528195,-0.012619,0.0729585,0.106059,0.0177851,0.188783,0.0778504,0.0752859,0.0320875,-0.0528195,0.0185557,0.0406174,-0.135368,-0.00102094,0.0450651,0.110635,0.0259409,0.129869,0.0544079,0.0140202,-0.0245471,0.00106478,0.085569,0.0011296,0.0183324
-0.024481,0.0427011,-0.0236855,0.109696,-0.0416706,-0.0425585,0.0554157,-0.0647193,0.0444974,-0.0893913,0.0675167,-0.0137792,-0.129422,-0.0493306,0.048565,-0.0525533,-0.014923,0.019824,-0.0454538,0.00372884,0.00583761,-0.0896315,-0.0682403,-0.0335721,-0.000306701,0.172738,-0.0066049,0.0307569,-0.110503,-0.0267956,0.0403656,-0.0420538,-0.0709164,-0.0763267,-0.0311898,0.157873,0.0377996,-0.0940444,0.0506465,-0.035579,0.0178203,0.180651,0.0875456,-0.0463523,0.119663,-0.0634693,0.0662421,0.0239433,0.00540631,-0.240873,0.00942651,0.106324,0.0236392,0.220524,0.0560894,0.0642697,0.105185,-0.0732753,-0.0941275,0.0370747,-0.101968,-0.0188259,0.0639386,0.159941,0.0444578,0.225151,0.0812716,0.134333,0.0482272,-0.133632,-0.00573367,0.0696285,-0.173554,0.00757392,0.0737766,0.166772,0.0154318,-0.0236354,0.0547942,0.0238072,-0.0768124,0.0060693,0.143054,0.0015615,0.0131093
-0.0369813,0.0431474,-0.0345235,0.143091,-0.0509132,-0.0598508,0.0661455,-0.088383,0.051522,-0.113722,0.0770554,-0.0286002,-0.169502,-0.0751077,0.0511028,-0.078073,-0.00822603,0.0287792,-0.0590556,0.00701764,-0.00210393,-0.121162,-0.0883184,-0.038568,-0.00817617,0.232831,-0.00993541,0.0408949,-0.143931,-0.0442327,0.0527673,-0.0402954,-0.0857613,-0.0998578,-0.0529648,0.213917,0.044479,-0.128981,0.0657025,-0.0596243,0.0285384,0.227107,0.112303,-0.0636642,0.150382,-0.0839941,0.0764551,0.0333486,-0.00307158,-0.315549,0.0153269,0.136173,0.0352155,0.286338,0.0685455,0.0911924,0.12939,-0.102076,-0.12467,0.0560442,-0.136943,-0.0372324,0.0773591,0.210167,0.0527773,0.277761,0.104221,0.16368,0.0493935,-0.174317,-0.0194197,0.0792703,-0.216389,-0.00185003,0.0916813,0.207583,0.00960281,-0.0364404,0.0643471,0.020963,-0.105804,0.000444426,0.174207,0.00233289,0.0148128
-0.0551746,0.0633297,-0.0135946,0.203016,-0.0705768,-0.0755923,0.086986,-0.110294,0.112489,-0.128647,0.0918788,-0.0398869,-0.23293,-0.109869,0.0774542,-0.109666,0.0151741,0.0580208,-0.106472,0.0296571,-0.00890426,-0.181214,-0.114002,-0.0608214,-0.0232654,0.391723,0.0199034,0.036794,-0.159647,-0.0575271,0.0729231,-0.167269,-0.107784,-0.141055,-0.087979,0.347138,0.0340924,-0.188241,0.0842738,-0.0873323,0.0522273,0.289991,0.151516,-0.0990008,0.205529,-0.151205,0.103816,0.054548,-0.0115318,-0.366355,0.0510788,0.119269,0.0301826,0.412023,0.0376738,0.0982608,0.180034,-0.173526,-0.202651,0.0348253,-0.202076,-0.0671358,0.0439334,0.234451,0.0549713,0.214147,0.105649,0.237406,0.0696414,-0.240043,-0.0521642,0.123935,-0.204661,-0.016571,0.163763,0.253526,-0.00640803,0.0612407,0.0499653,0.019623,-0.162034,-0.0240401,0.239074,0.00329139,0.0253752
-0.068929,0.0689857,-0.0180199,0.238817,-0.0828044,-0.0905695,0.100667,-0.131441,0.128871,-0.153382,0.104206,-0.0528664,-0.277768,-0.135527,0.0866363,-0.134017,0.022829,0.0687983,-0.125353,0.0352394,-0.0155299,-0.214282,-0.134979,-0.0703604,-0.0308684,0.467053,0.0214447,0.0451622,-0.190383,-0.0764901,0.0865913,-0.193517,-0.124521,-0.167021,-0.111006,0.414629,0.0392955,-0.227271,0.100051,-0.113371,0.0641541,0.339114,0.178197,-0.118583,0.238798,-0.178641,0.117091,0.0643656,-0.0197124,-0.436552,0.0611639,0.139029,0.0369695,0.487522,0.0449615,0.11888,0.207727,-0.209791,-0.241156,0.0417212,-0.239995,-0.0866794,0.0517909,0.277176,0.0642053,0.251358,0.126692,0.272795,0.0721888,-0.285554,-0.0681917,0.141311,-0.2405,-0.0263177,0.192083,0.295014,-0.0129544,0.0706685,0.0564824,0.0164641,-0.194495,-0.0328792,0.275082,0.00440754,0.0291644
-0.0826853,0.0746487,-0.0224384,0.274672,-0.0950425,-0.105566,0.114353,-0.152612,0.14528,-0.178106,0.116547,-0.0658332,-0.322628,-0.161189,0.0958246,-0.158381,0.0305048,0.0796016,-0.144259,0.0408358,-0.0221414,-0.247396,-0.155974,-0.0799071,-0.0384777,0.542449,0.0229908,0.053515,-0.221128,-0.0954493,0.100257,-0.219799,-0.14126,-0.193012,-0.134036,0.482152,0.0444988,-0.266336,0.115829,-0.139409,0.0760776,0.388296,0.204902,-0.13818,0.272103,-0.206119,0.130378,0.074202,-0.0278998,-0.506804,0.0712626,0.158811,0.0437692,0.563065,0.052221,0.139534,0.235459,-0.246069,-0.279692,0.048652,-0.277951,-0.106216,0.0596245,0.319954,0.0734485,0.288574,0.147714,0.308228,0.0747663,-0.331111,-0.0842335,0.158688,-0.276353,-0.036048,0.220395,0.336535,-0.0195101,0.0798786,0.0629934,0.0133247,-0.226991,-0.0417013,0.31113,0.00568974,0.0329398
-0.0964435,0.0803125,-0.0268531,0.310562,-0.107285,-0.120576,0.128042,-0.1738,0.161707,-0.202819,0.128892,-0.0787951,-0.367502,-0.186857,0.105013,-0.182757,0.0381989,0.0904239,-0.163181,0.0464432,-0.0287468,-0.280543,-0.176981,-0.0894554,-0.046093,0.617891,0.0245412,0.0618594,-0.251877,-0.114407,0.113923,-0.246095,-0.157995,-0.219018,-0.157072,0.549699,0.049701,-0.305422,0.131608,-0.165449,0.0880024,0.437514,0.231624,-0.157786,0.305432,-0.233624,0.143671,0.0840527,-0.0360935,-0.577091,0.0813723,0.178609,0.0505799,0.638637,0.0594615,0.160214,0.263215,-0.282356,-0.318248,0.05561,-0.315931,-0.125751,0.0674413,0.362767,0.0826958,0.325787,0.168723,0.343687,0.0773604,-0.376697,-0.100287,0.176065,-0.312208,-0.0457712,0.248702,0.378076,-0.0260744,0.0889544,0.0694989,0.0101956,-0.259511,-0.0505144,0.3472,0.00713801,0.0367061
